raw_sentence,corpus_name,clean_sentence_training,tokenized,clean_sentence_EDA,label
@USER @USER Oh <b>shit</b> the mafia have finally found me,Abusive_Swearing,Oh shit mafia finally found,Oh  shit  mafia finally found ,Oh shit mafia finally found,0
"@USER @USER @USER Listened"". They don't give a <b>shit</b> about what the fans think. All they're doing is counting their Fox money.""",Abusive_Swearing,Listened They n't give shit fan think All 're counting Fox money,Listened '' . They n't give  shit  fans think . All 're counting Fox money . '' ,Listened They n't give shit fan think All 're counting Fox money,0
@USER Good- that soundtrack you DMed me with was fire as <b>fuck</b> and I still listen to it often💪🏽 Bad- My tracks are better😭 (joking I’m shit),Abusive_Swearing,Good soundtrack DMed fire fuck I still listen often💪🏽 Bad My track better😭 joking I ’ shit,Good- soundtrack DMed fire  fuck  I still listen often💪🏽 Bad- My tracks better😭 ( joking I ’ shit ) ,Good soundtrack DMed fire fuck I still listen often Bad My track better joking I ’ shit,0
@USER Good- that soundtrack you DMed me with was fire as fuck and I still listen to it often💪🏽 Bad- My tracks are better😭 (joking I’m <b>shit</b>),Abusive_Swearing,Good soundtrack DMed fire fuck I still listen often💪🏽 Bad My track better😭 joking I ’ shit,Good- soundtrack DMed fire fuck I still listen often💪🏽 Bad- My tracks better😭 ( joking I ’  shit  ) ,Good soundtrack DMed fire fuck I still listen often Bad My track better joking I ’ shit,0
@USER Oh <b>shit</b> this will trigger some bigots,Abusive_Swearing,Oh shit trigger bigot,Oh  shit  trigger bigots ,Oh shit trigger bigot,0
@USER I'll lock yo sorry <b>ass</b> down 🤗,Abusive_Swearing,I 'll lock yo sorry as 🤗,I 'll lock yo sorry  ass  🤗 ,I 'll lock yo sorry as 🤗,0
@USER Look at this chill as <b>fuck</b> bearded dragon URL,Abusive_Swearing,Look chill fuck bearded dragon URL,Look chill  fuck  bearded dragon URL ,Look chill fuck bearded dragon URL,0
@USER A whole meta joke here would be my original tweet <b>fuckin</b> up the calculations.,Abusive_Swearing,A whole meta joke would original tweet fuckin calculation,A whole meta joke would original tweet  fuckin  calculations . ,A whole meta joke would original tweet fuckin calculation,0
@USER @USER @USER oh yeah Terry Porters 40 second PI Call (OSU alumn)... naw im over it... Your coach and his scumbag history... If you know anything about his history with Aaron Hernandez you would know what kind of scumbag he is... but OSU is a <b>shith,Abusive_Swearing,oh yeah Terry Porters 40 second PI Call OSU alumn naw im Your coach scumbag history If know anything history Aaron Hernandez would know kind scumbag OSU shith,oh yeah Terry Porters 40 second PI Call ( OSU alumn ) ... naw im ... Your coach scumbag history ... If know anything history Aaron Hernandez would know kind scumbag ... OSU  shith ,oh yeah Terry Porters 40 second PI Call OSU alumn naw im Your coach scumbag history If know anything history Aaron Hernandez would know kind scumbag OSU shith,1
A little appreciation post for my bestie because she’s a bad <b>bitch</b> and I’m thankful for her💗 @USER URL,Abusive_Swearing,A little appreciation post bestie ’ bad bitch I ’ thankful her💗 URL,A little appreciation post bestie ’ bad  bitch  I ’ thankful her💗 URL ,A little appreciation post bestie ’ bad bitch I ’ thankful her URL,0
@USER @USER It's Bull <b>shit</b> We all know.,Abusive_Swearing,It 's Bull shit We know,It 's Bull  shit  We know . ,It 's Bull shit We know,1
@USER I love my <b>penis</b> and want to keep it. Would rather smoke a joint.,Abusive_Swearing,I love penis want keep Would rather smoke joint,I love  penis  want keep . Would rather smoke joint . ,I love penis want keep Would rather smoke joint,0
@USER @USER @USER @USER @USER He had 1 offer since june! The <b>shitty</b> browns that's it!! Stop thinking he is still good you are living in the past,Abusive_Swearing,He 1 offer since june The shitty brown 's Stop thinking still good living past,He 1 offer since june ! The  shitty  browns 's ! ! Stop thinking still good living past ,He 1 offer since june The shitty brown 's Stop thinking still good living past,1
@USER @USER @USER No you wouldn't sis I know <b>damn</b> well you would probably call it cute people propose in concerts all the time yet when its a gay couple its wrong you're at a fucking concert you don't have to pay attention,Abusive_Swearing,No would n't si I know damn well would probably call cute people propose concert time yet gay couple wrong 're fucking concert n't pay attention,No would n't sis I know  damn  well would probably call cute people propose concerts time yet gay couple wrong 're fucking concert n't pay attention ,No would n't si I know damn well would probably call cute people propose concert time yet gay couple wrong 're fucking concert n't pay attention,0
@USER @USER @USER No you wouldn't sis I know damn well you would probably call it cute people propose in concerts all the time yet when its a <b>gay</b> couple its wrong you're at a fucking concert you don't have to pay attention,Abusive_Swearing,No would n't si I know damn well would probably call cute people propose concert time yet gay couple wrong 're fucking concert n't pay attention,No would n't sis I know damn well would probably call cute people propose concerts time yet  gay  couple wrong 're fucking concert n't pay attention ,No would n't si I know damn well would probably call cute people propose concert time yet gay couple wrong 're fucking concert n't pay attention,0
@USER @USER @USER No you wouldn't sis I know damn well you would probably call it cute people propose in concerts all the time yet when its a gay couple its wrong you're at a <b>fucking</b> concert you don't have to pay attention,Abusive_Swearing,No would n't si I know damn well would probably call cute people propose concert time yet gay couple wrong 're fucking concert n't pay attention,No would n't sis I know damn well would probably call cute people propose concerts time yet gay couple wrong 're  fucking  concert n't pay attention ,No would n't si I know damn well would probably call cute people propose concert time yet gay couple wrong 're fucking concert n't pay attention,0
@USER Naaa. I've spent 24 hours laughing my huge nuts off at your stupidity. You fink your some kind of entity but your all a bunch of scared antifa <b>pussies</b> wiv no muscle to see anyone you try to bully. Even that is pathetic.,Abusive_Swearing,Naaa I 've spent 24 hour laughing huge nut stupidity You fink kind entity bunch scared antifa pussy wiv muscle see anyone try bully Even pathetic,Naaa . I 've spent 24 hours laughing huge nuts stupidity . You fink kind entity bunch scared antifa  pussies  wiv muscle see anyone try bully . Even pathetic . ,Naaa I 've spent 24 hour laughing huge nut stupidity You fink kind entity bunch scared antifa pussy wiv muscle see anyone try bully Even pathetic,1
"@USER She is saying Ben, Ben, when the <b>hell</b> are you going to do something more than just tweet crap about djt?""""",Abusive_Swearing,She saying Ben Ben hell going something tweet crap djt,"She saying Ben , Ben ,  hell  going something tweet crap djt ? '' '' ",She saying Ben Ben hell going something tweet crap djt,0
After all my years of complaining im finally getting my <b>bitch</b> ass wisdom teeth out so I can stop fucking crying,Abusive_Swearing,After year complaining im finally getting bitch as wisdom teeth I stop fucking cry,After years complaining im finally getting  bitch  ass wisdom teeth I stop fucking crying ,After year complaining im finally getting bitch as wisdom teeth I stop fucking cry,0
After all my years of complaining im finally getting my bitch <b>ass</b> wisdom teeth out so I can stop fucking crying,Abusive_Swearing,After year complaining im finally getting bitch as wisdom teeth I stop fucking cry,After years complaining im finally getting bitch  ass  wisdom teeth I stop fucking crying ,After year complaining im finally getting bitch as wisdom teeth I stop fucking cry,0
After all my years of complaining im finally getting my bitch ass wisdom teeth out so I can stop <b>fucking</b> crying,Abusive_Swearing,After year complaining im finally getting bitch as wisdom teeth I stop fucking cry,After years complaining im finally getting bitch ass wisdom teeth I stop  fucking  crying ,After year complaining im finally getting bitch as wisdom teeth I stop fucking cry,0
@USER <b>fuck</b> you dope. Not a Fox watcher. Independent voter that will never vote left. Your Party is dangerous.,Abusive_Swearing,fuck dope Not Fox watcher Independent voter never vote left Your Party dangerous, fuck  dope . Not Fox watcher . Independent voter never vote left . Your Party dangerous . ,fuck dope Not Fox watcher Independent voter never vote left Your Party dangerous,1
@USER @USER @USER Old pic. Trump is not monitoring anything related to the Hurricane. Pretty sure he is <b>shitting</b> his pants right about now,Abusive_Swearing,Old pic Trump monitoring anything related Hurricane Pretty sure shitting pant right,Old pic . Trump monitoring anything related Hurricane . Pretty sure  shitting  pants right ,Old pic Trump monitoring anything related Hurricane Pretty sure shitting pant right,0
@USER @USER Says the <b>bitch</b> ass boy hiding behind a keyboard it don’t hurt to ask for help sometimes can’t do everything alone you fucking clown if he can help then something is better than nothing that’s why I asked even if he can’t it don’t hurt t,Abusive_Swearing,Says bitch as boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt,Says  bitch  ass boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt ,Says bitch as boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt,1
@USER @USER Says the bitch <b>ass</b> boy hiding behind a keyboard it don’t hurt to ask for help sometimes can’t do everything alone you fucking clown if he can help then something is better than nothing that’s why I asked even if he can’t it don’t hurt t,Abusive_Swearing,Says bitch as boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt,Says bitch  ass  boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt ,Says bitch as boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt,1
@USER @USER Says the bitch ass boy hiding behind a keyboard it don’t hurt to ask for help sometimes can’t do everything alone you <b>fucking</b> clown if he can help then something is better than nothing that’s why I asked even if he can’t it don’t hurt t,Abusive_Swearing,Says bitch as boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt,Says bitch ass boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone  fucking  clown help something better nothing ’ I asked even ’ ’ hurt ,Says bitch as boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt,1
@USER @USER Says the bitch ass boy hiding behind a keyboard it don’t hurt to ask for help sometimes can’t do everything alone you fucking clown if he can help then something is better than nothing that’s why I asked even if he can’t it don’t hurt to ask <,Abusive_Swearing,Says bitch as boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt ask,Says bitch ass boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt ask < ,Says bitch as boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt ask,1
@USER @USER Says the bitch ass boy hiding behind a keyboard it don’t hurt to ask for help sometimes can’t do everything alone you fucking clown if he can help then something is better than nothing that’s why I asked even if he can’t it don’t hurt to ask f,Abusive_Swearing,Says bitch as boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt ask f,Says bitch ass boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt ask f ,Says bitch as boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt ask f,1
@USER @USER Says the bitch ass boy hiding behind a keyboard it don’t hurt to ask for help sometimes can’t do everything alone you fucking clown if he can help then something is better than nothing that’s why I asked even if he can’t it don’t hurt to ask f,Abusive_Swearing,Says bitch as boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt ask f,Says bitch ass boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt ask f ,Says bitch as boy hiding behind keyboard ’ hurt ask help sometimes ’ everything alone fucking clown help something better nothing ’ I asked even ’ ’ hurt ask f,1
@USER This lies how she got the key ! Why she don’t admit she was in date or maybe had NSA with ? she is married ? What is true story ! BS ! Ok we all respct police officer but her story and excuse full of <b>shit</b> ! Please post her photo ! Let see how,Abusive_Swearing,This lie got key Why ’ admit date maybe NSA married What true story BS Ok respct police officer story excuse full shit Please post photo Let see,This lies got key ! Why ’ admit date maybe NSA ? married ? What true story ! BS ! Ok respct police officer story excuse full  shit  ! Please post photo ! Let see ,This lie got key Why ’ admit date maybe NSA married What true story BS Ok respct police officer story excuse full shit Please post photo Let see,1
@USER @USER @USER Don’t get on here saying that type of dumb <b>shit</b>,Abusive_Swearing,Don ’ get saying type dumb shit,Don ’ get saying type dumb  shit  ,Don ’ get saying type dumb shit,1
@USER already my <b>ass</b> i had so many fucking shots tonight,Abusive_Swearing,already as many fucking shot tonight,already  ass  many fucking shots tonight ,already as many fucking shot tonight,1
@USER already my ass i had so many <b>fucking</b> shots tonight,Abusive_Swearing,already as many fucking shot tonight,already ass many  fucking  shots tonight ,already as many fucking shot tonight,0
@USER I seriously have no more words for how <b>fucked</b> up he is. Every time I think I found the word he does something even more despicable &amp; disgusting. The best I can do is hope that he chokes in his own vomit for all of the stupid lies he's tol,Abusive_Swearing,I seriously word fucked Every time I think I found word something even despicable amp disgusting The best I hope choke vomit stupid lie 's tol,I seriously words  fucked  . Every time I think I found word something even despicable & amp ; disgusting . The best I hope chokes vomit stupid lies 's tol ,I seriously word fucked Every time I think I found word something even despicable amp disgusting The best I hope choke vomit stupid lie 's tol,1
@USER <b>fucking</b> sucks when the refs are against you. #KillTheZebras,Abusive_Swearing,fucking suck ref KillTheZebras, fucking  sucks refs . # KillTheZebras ,fucking suck ref KillTheZebras,0
@USER They meet many many fans it’s amazing that he remembered her don’t be a <b>bitch</b>,Abusive_Swearing,They meet many many fan ’ amazing remembered ’ bitch,They meet many many fans ’ amazing remembered ’  bitch  ,They meet many many fan ’ amazing remembered ’ bitch,1
@USER @USER @USER they are <b>bullshit</b> stats. but say isn't london the murder capital of europe now? that gun control working right? germany having some SERIOUS crime problems. maybe u should take care of business at home be4 u start tweeting about th,Abusive_Swearing,bullshit stats say n't london murder capital europe gun control working right germany SERIOUS crime problem maybe u take care business home be4 u start tweeting th, bullshit  stats . say n't london murder capital europe ? gun control working right ? germany SERIOUS crime problems . maybe u take care business home be4 u start tweeting th ,bullshit stats say n't london murder capital europe gun control working right germany SERIOUS crime problem maybe u take care business home be4 u start tweeting th,1
@USER Someone's is asking if Davido wasn't supposed to be in Camp? Oga madam park well!! Davido's business is non of your business. Na u send am go school? Haterz... chop <b>shit</b> n die,Abusive_Swearing,Someone 's asking Davido n't supposed Camp Oga madam park well Davido 's business non business Na u send go school Haterz chop shit n die,Someone 's asking Davido n't supposed Camp ? Oga madam park well ! ! Davido 's business non business . Na u send go school ? Haterz ... chop  shit  n die ,Someone 's asking Davido n't supposed Camp Oga madam park well Davido 's business non business Na u send go school Haterz chop shit n die,1
@USER Everyone saying <b>fuck</b> Russ dont know a damn thing about him or watched the interview 🤷‍♂️🤷‍♂️🤷‍♂️,Abusive_Swearing,Everyone saying fuck Russ dont know damn thing watched interview 🤷‍♂️🤷‍♂️🤷‍♂️,Everyone saying  fuck  Russ dont know damn thing watched interview 🤷‍♂️🤷‍♂️🤷‍♂️ ,Everyone saying fuck Russ dont know damn thing watched interview 🤷‍🤷‍🤷‍,0
@USER Everyone saying fuck Russ dont know a <b>damn</b> thing about him or watched the interview 🤷‍♂️🤷‍♂️🤷‍♂️,Abusive_Swearing,Everyone saying fuck Russ dont know damn thing watched interview 🤷‍♂️🤷‍♂️🤷‍♂️,Everyone saying fuck Russ dont know  damn  thing watched interview 🤷‍♂️🤷‍♂️🤷‍♂️ ,Everyone saying fuck Russ dont know damn thing watched interview 🤷‍🤷‍🤷‍,0
@USER @USER Got knocked out in the first round and one a <b>shitty</b> decision,Abusive_Swearing,Got knocked first round one shitty decision,Got knocked first round one  shitty  decision ,Got knocked first round one shitty decision,0
. she. is the most powerful woman on this earth oh my <b>fucking</b> god URL,Abusive_Swearing,powerful woman earth oh fucking god URL,. . powerful woman earth oh  fucking  god URL ,powerful woman earth oh fucking god URL,0
@USER @USER Birch me too.. da <b>fuck</b>,Abusive_Swearing,Birch da fuck,Birch .. da  fuck  ,Birch da fuck,0
@USER @USER You know good and <b>goddamn</b> well that if you tried to explain all the gun control on a military base is proof that gun grabbing laws won't do shit if you look at Fort Hood.,Abusive_Swearing,You know good goddamn well tried explain gun control military base proof gun grabbing law wo n't shit look Fort Hood,You know good  goddamn  well tried explain gun control military base proof gun grabbing laws wo n't shit look Fort Hood . ,You know good goddamn well tried explain gun control military base proof gun grabbing law wo n't shit look Fort Hood,0
@USER @USER You know good and goddamn well that if you tried to explain all the gun control on a military base is proof that gun grabbing laws won't do <b>shit</b> if you look at Fort Hood.,Abusive_Swearing,You know good goddamn well tried explain gun control military base proof gun grabbing law wo n't shit look Fort Hood,You know good goddamn well tried explain gun control military base proof gun grabbing laws wo n't  shit  look Fort Hood . ,You know good goddamn well tried explain gun control military base proof gun grabbing law wo n't shit look Fort Hood,0
@USER you couldn’t catch me letting some saggy whitey <b>bitch</b> talkin like this to me 😫 bitch eat dirt,Abusive_Swearing,’ catch letting saggy whitey bitch talkin like 😫 bitch eat dirt,’ catch letting saggy whitey  bitch  talkin like 😫 bitch eat dirt ,’ catch letting saggy whitey bitch talkin like  bitch eat dirt,1
@USER you couldn’t catch me letting some saggy whitey bitch talkin like this to me 😫 <b>bitch</b> eat dirt,Abusive_Swearing,’ catch letting saggy whitey bitch talkin like 😫 bitch eat dirt,’ catch letting saggy whitey bitch talkin like 😫  bitch  eat dirt ,’ catch letting saggy whitey bitch talkin like  bitch eat dirt,1
".@USER I'm not installing your <b>shitty</b> app, but put me down for 100% for the second amendment/campus carry, 100% against gun control except violent felons"". URL",Abusive_Swearing,I 'm installing shitty app put 100 second amendment/campus carry 100 gun control except violent felon URL,". I 'm installing  shitty  app , put 100 % second amendment/campus carry , 100 % gun control except violent felons '' . URL ",I 'm installing shitty app put 100 second amendment/campus carry 100 gun control except violent felon URL,1
@USER man I woulda just started hitting the wall with that <b>shit</b> It ain't nothing by dry wall and some wood beams. I'm getting through that door if I'm him.,Abusive_Swearing,man I woulda started hitting wall shit It ai n't nothing dry wall wood beam I 'm getting door I 'm,man I woulda started hitting wall  shit  It ai n't nothing dry wall wood beams . I 'm getting door I 'm . ,man I woulda started hitting wall shit It ai n't nothing dry wall wood beam I 'm getting door I 'm,0
@USER @USER @USER <b>fuck</b> yes ride it baby!,Abusive_Swearing,fuck yes ride baby, fuck  yes ride baby ! ,fuck yes ride baby,0
@USER What the <b>fuck</b> is this they’re trying to set him up so it looks like he somehow deserved to be shot,Abusive_Swearing,What fuck ’ trying set look like somehow deserved shot,What  fuck  ’ trying set looks like somehow deserved shot ,What fuck ’ trying set look like somehow deserved shot,0
@USER Srsly it sucks. When ur living life it’s full of <b>bullshit</b> rules we just gotta suck up to survive,Abusive_Swearing,Srsly suck When ur living life ’ full bullshit rule got ta suck survive,Srsly sucks . When ur living life ’ full  bullshit  rules got ta suck survive ,Srsly suck When ur living life ’ full bullshit rule got ta suck survive,0
Ain’t got <b>shit</b> done today,Abusive_Swearing,Ain ’ got shit done today,Ain ’ got  shit  done today ,Ain ’ got shit done today,0
@USER hope all is well. Thats so <b>fucked</b> Like seriously what the fuck is wrong with ppl now. Gun control is no issue though right. Thank God I live in Canada. Feel brutal for all the attacks in the U.S.A but seriously it won't go away.,Abusive_Swearing,hope well Thats fucked Like seriously fuck wrong ppl Gun control issue though right Thank God I live Canada Feel brutal attack U.S.A seriously wo n't go away,hope well . Thats  fucked  Like seriously fuck wrong ppl . Gun control issue though right . Thank God I live Canada . Feel brutal attacks U.S.A seriously wo n't go away . ,hope well Thats fucked Like seriously fuck wrong ppl Gun control issue though right Thank God I live Canada Feel brutal attack U.S.A seriously wo n't go away,0
@USER hope all is well. Thats so fucked Like seriously what the <b>fuck</b> is wrong with ppl now. Gun control is no issue though right. Thank God I live in Canada. Feel brutal for all the attacks in the U.S.A but seriously it won't go away.,Abusive_Swearing,hope well Thats fucked Like seriously fuck wrong ppl Gun control issue though right Thank God I live Canada Feel brutal attack U.S.A seriously wo n't go away,hope well . Thats fucked Like seriously  fuck  wrong ppl . Gun control issue though right . Thank God I live Canada . Feel brutal attacks U.S.A seriously wo n't go away . ,hope well Thats fucked Like seriously fuck wrong ppl Gun control issue though right Thank God I live Canada Feel brutal attack U.S.A seriously wo n't go away,0
@USER @USER Good <b>shit</b> my bad though,Abusive_Swearing,Good shit bad though,Good  shit  bad though ,Good shit bad though,0
@USER @USER That’s so sad and terrifying; I know it’s been dropped to a 2 but all the reports I’ve seen says that doesn’t mean <b>shit</b> for this storm. All you have to do is look at pictures of that thing to realize it’s a fucking BEAST,Abusive_Swearing,That ’ sad terrifying I know ’ dropped 2 report I ’ seen say ’ mean shit storm All look picture thing realize ’ fucking BEAST,That ’ sad terrifying ; I know ’ dropped 2 reports I ’ seen says ’ mean  shit  storm . All look pictures thing realize ’ fucking BEAST ,That ’ sad terrifying I know ’ dropped 2 report I ’ seen say ’ mean shit storm All look picture thing realize ’ fucking BEAST,0
@USER @USER That’s so sad and terrifying; I know it’s been dropped to a 2 but all the reports I’ve seen says that doesn’t mean shit for this storm. All you have to do is look at pictures of that thing to realize it’s a <b>fucking</b> BEAST,Abusive_Swearing,That ’ sad terrifying I know ’ dropped 2 report I ’ seen say ’ mean shit storm All look picture thing realize ’ fucking BEAST,That ’ sad terrifying ; I know ’ dropped 2 reports I ’ seen says ’ mean shit storm . All look pictures thing realize ’  fucking  BEAST ,That ’ sad terrifying I know ’ dropped 2 report I ’ seen say ’ mean shit storm All look picture thing realize ’ fucking BEAST,0
@USER @USER She can lie in the <b>shit</b> she created,Abusive_Swearing,She lie shit created,She lie  shit  created ,She lie shit created,1
@USER I ain’t <b>fucking</b> w/u today lol,Abusive_Swearing,I ’ fucking w/u today lol,I ’  fucking  w/u today lol ,I ’ fucking w/u today lol,0
@USER @USER @USER U don’t think bad stuff happens to men in cars? <b>shit</b> happens to everyone it’s just your mindset on how you deal with possible issues like that. You can’t spend your whole life worrying about something that most likely won’t happen,Abusive_Swearing,U ’ think bad stuff happens men car shit happens everyone ’ mindset deal possible issue like You ’ spend whole life worrying something likely ’ happen,U ’ think bad stuff happens men cars ?  shit  happens everyone ’ mindset deal possible issues like . You ’ spend whole life worrying something likely ’ happen ,U ’ think bad stuff happens men car shit happens everyone ’ mindset deal possible issue like You ’ spend whole life worrying something likely ’ happen,0
"@USER Dear Paul McFartney- You had us at Beatles. You lost us at President Mad Captain. Burn in <b>hell</b> Jon."" URL",Abusive_Swearing,Dear Paul McFartney You u Beatles You lost u President Mad Captain Burn hell Jon URL,Dear Paul McFartney- You us Beatles . You lost us President Mad Captain . Burn  hell  Jon . '' URL ,Dear Paul McFartney You u Beatles You lost u President Mad Captain Burn hell Jon URL,1
@USER nah my foodie <b>ass</b> will gladly say it. that works on absolutely no one's fucking palate.,Abusive_Swearing,nah foodie as gladly say work absolutely one 's fucking palate,nah foodie  ass  gladly say . works absolutely one 's fucking palate . ,nah foodie as gladly say work absolutely one 's fucking palate,0
@USER nah my foodie ass will gladly say it. that works on absolutely no one's <b>fucking</b> palate.,Abusive_Swearing,nah foodie as gladly say work absolutely one 's fucking palate,nah foodie ass gladly say . works absolutely one 's  fucking  palate . ,nah foodie as gladly say work absolutely one 's fucking palate,0
@USER that’s so <b>fucked</b> up omg in my old hs there’s open campus and for every period you skip there’s a 200 dollar fine lmaooo,Abusive_Swearing,’ fucked omg old h ’ open campus every period skip ’ 200 dollar fine lmaooo,’  fucked  omg old hs ’ open campus every period skip ’ 200 dollar fine lmaooo ,’ fucked omg old h ’ open campus every period skip ’ 200 dollar fine lmaooo,0
@USER I miss you <b>bitch</b>,Abusive_Swearing,I miss bitch,I miss  bitch  ,I miss bitch,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 😁TeleSmokaCatin' <b>damn</b> that looked better in my head😁😉🤣😎,Abusive_Swearing,😁TeleSmokaCatin damn looked better head😁😉🤣😎,😁TeleSmokaCatin '  damn  looked better head😁😉🤣😎 ,TeleSmokaCatin damn looked better head🤣,0
@USER what the <b>fuck</b>,Abusive_Swearing,fuck, fuck  ,fuck,0
@USER Not surprising. That I*n C*nnor <b>nigga</b> was on the payroll,Abusive_Swearing,Not surprising That I n C nnor nigga payroll,Not surprising . That I * n C * nnor  nigga  payroll ,Not surprising That I n C nnor nigga payroll,0
@USER @USER @USER Hah! The <b>fucking</b> Chats!?! ‘Onya Boys!,Abusive_Swearing,Hah The fucking Chats ‘ Onya Boys,Hah ! The  fucking  Chats ! ? ! ‘ Onya Boys ! ,Hah The fucking Chats ‘ Onya Boys,0
@USER @USER @USER @USER <b>shitting</b> yourself more like.,Abusive_Swearing,shitting like, shitting  like . ,shitting like,0
"@USER Twitter has a clear leftist agenda as seen in all the comments from conservatives asking, why is this leftist <b>shit</b> in my feed?"" We didn't ask for it. We don't want it. Stop trying to push it on us.""",Abusive_Swearing,Twitter clear leftist agenda seen comment conservative asking leftist shit feed We n't ask We n't want Stop trying push u,"Twitter clear leftist agenda seen comments conservatives asking , leftist  shit  feed ? '' We n't ask . We n't want . Stop trying push us . '' ",Twitter clear leftist agenda seen comment conservative asking leftist shit feed We n't ask We n't want Stop trying push u,1
@USER I'm an <b>asshole</b> though,Abusive_Swearing,I 'm asshole though,I 'm  asshole  though ,I 'm asshole though,0
@USER These <b>bitches</b> on my brain,Abusive_Swearing,These bitch brain,These  bitches  brain ,These bitch brain,1
"@USER I'm glad you think so. I know you could kick his <b>ass</b> yourself, but I'll always have your back."" He knows he is doing his best. ""That's awful. That you had to live like that. No child should have to experience such things."" Shitty people like ",Abusive_Swearing,I 'm glad think I know could kick as I 'll always back He know best That 's awful That live like No child experience thing Shitty people like,"I 'm glad think . I know could kick  ass  , I 'll always back . '' He knows best . `` That 's awful . That live like . No child experience things . '' Shitty people like ",I 'm glad think I know could kick as I 'll always back He know best That 's awful That live like No child experience thing Shitty people like,0
"@USER I'm glad you think so. I know you could kick his ass yourself, but I'll always have your back."" He knows he is doing his best. ""That's awful. That you had to live like that. No child should have to experience such things."" <b>shitty</b>  people like",Abusive_Swearing,I 'm glad think I know could kick as I 'll always back He know best That 's awful That live like No child experience thing shitty people like,"I 'm glad think . I know could kick ass , I 'll always back . '' He knows best . `` That 's awful . That live like . No child experience things . ''  shitty  people like ",I 'm glad think I know could kick as I 'll always back He know best That 's awful That live like No child experience thing shitty people like,1
@USER @USER Good Morning! I just followed you back! Let's give these crazy Liberals <b>hell</b>,Abusive_Swearing,Good Morning I followed back Let 's give crazy Liberals hell,Good Morning ! I followed back ! Let 's give crazy Liberals  hell  ,Good Morning I followed back Let 's give crazy Liberals hell,1
@USER @USER @USER @USER @USER That's why I am somewhat conflicted in talking <b>shit</b> or defending myself because there are so many VERY INTELLIGENT bright minds out there that have been held hostage by MSM propaganda Peddling. But uhave to read these ,Abusive_Swearing,That 's I somewhat conflicted talking shit defending many VERY INTELLIGENT bright mind held hostage MSM propaganda Peddling But uhave read,That 's I somewhat conflicted talking  shit  defending many VERY INTELLIGENT bright minds held hostage MSM propaganda Peddling . But uhave read ,That 's I somewhat conflicted talking shit defending many VERY INTELLIGENT bright mind held hostage MSM propaganda Peddling But uhave read,0
@USER That’s <b>shitty</b>,Abusive_Swearing,That ’ shitty,That ’  shitty  ,That ’ shitty,1
@USER The <b>fuck</b>,Abusive_Swearing,The fuck,The  fuck  ,The fuck,0
@USER Empty headed bushie <b>whore</b>,Abusive_Swearing,Empty headed bushie whore,Empty headed bushie  whore  ,Empty headed bushie whore,1
"@USER @USER Or maybe this...The very fine people"" the <b>dipshit</b> ""president"" was talking about. Antifa isn't the ""left"". They're a fringe, far left, anti fascist movement. To lump the ""left"" in as antifa is to lump the """"right"""" in with the neo nazi's",Abusive_Swearing,Or maybe The fine people dipshit president talking Antifa n't left They 're fringe far left anti fascist movement To lump left antifa lump right neo nazi 's,"Or maybe ... The fine people ''  dipshit  `` president '' talking . Antifa n't `` left '' . They 're fringe , far left , anti fascist movement . To lump `` left '' antifa lump `` '' right '' '' neo nazi 's ",Or maybe The fine people dipshit president talking Antifa n't left They 're fringe far left anti fascist movement To lump left antifa lump right neo nazi 's,1
