,corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
4387,zampieri2019: Offensive Posts in Social Media, StaffPick A human rights crisis US accused of failing to protect citizens from gun violence ,0,StaffPick A human right crisis US accused failing protect citizen gun violence,StaffPick A human right crisis US accused failing protect citizen gun violence
4388,zampieri2019: Offensive Posts in Social Media,   I know you guys are scared of ANTIFA,0,I know guy scared ANTIFA,I know guy scared ANTIFA
4389,zampieri2019: Offensive Posts in Social Media,   They d be fired if they came out supporting Trump Twitter would probably release their addresses to that pedo group what s their name again oh yeah Antifa ,0,They fired came supporting Trump Twitter would probably release address pedo group name oh yeah Antifa,They fired came supporting Trump Twitter would probably release address pedo group name oh yeah Antifa
4390,zampieri2019: Offensive Posts in Social Media,   Now thats a diffrent situation but either way you gotta appreciate considering the fact that he is actually liking it just to impress it means he aint like that,0,Now thats diffrent situation either way gotta appreciate considering fact actually liking impress mean aint like,Now thats diffrent situation either way gotta appreciate considering fact actually liking impress mean aint like
4391,zampieri2019: Offensive Posts in Social Media,    We love an eagles family,0,We love eagle family,We love eagle family
4392,zampieri2019: Offensive Posts in Social Media,Kyky do u love me Are u in Anfield Putain la cliiimmmm LIVPSG,0,Kyky u love Are u Anfield Putain la cliiimmmm LIVPSG,Kyky u love Are u Anfield Putain la cliiimmmm LIVPSG
4393,zampieri2019: Offensive Posts in Social Media,    Agreed Antifa is totally ate up with worms In fact they are worms ,0,Agreed Antifa totally ate worm In fact worm,Agreed Antifa totally ate worm In fact worm
4394,zampieri2019: Offensive Posts in Social Media,  Disgusting He is going down and taking the whole church with him My God ,0,Disgusting He going taking whole church My God,Disgusting He going taking whole church My God
4395,zampieri2019: Offensive Posts in Social Media,  Obama was the devil incarnate Trump is Jesus Christ himself I get where you are coming from ,2,Obama devil incarnate Trump Jesus Christ I get coming,Obama devil incarnate Trump Jesus Christ I get coming
4396,zampieri2019: Offensive Posts in Social Media,  What did u just notice that he is not actually a good speaker just a good reader,0,What u notice actually good speaker good reader,What u notice actually good speaker good reader
4397,zampieri2019: Offensive Posts in Social Media,  Dear Paul McFartney You had us at Beatles You lost us at President Mad Captain Burn in hell Jon ,2,Dear Paul McFartney You u Beatles You lost u President Mad Captain Burn hell Jon,Dear Paul McFartney You u Beatles You lost u President Mad Captain Burn hell Jon
4398,zampieri2019: Offensive Posts in Social Media,  Harley is the right choice for public education He is the right choice at the right time for Orange County Rouda is a moderate pro business pro family and the only one who is pro American ,0,Harley right choice public education He right choice right time Orange County Rouda moderate pro business pro family one pro American,Harley right choice public education He right choice right time Orange County Rouda moderate pro business pro family one pro American
4399,zampieri2019: Offensive Posts in Social Media,  Liberals have the numbers and money Conservatives would get smoked Kansas alone gets beat inside of hours ,2,Liberals number money Conservatives would get smoked Kansas alone get beat inside hour,Liberals number money Conservatives would get smoked Kansas alone get beat inside hour
4400,zampieri2019: Offensive Posts in Social Media,   Not sure bout Antifa But His notion of an Open Society was informed by his mentor Karl Popper This motivates him to be anti border and anti nationalism Which is fine He s allowed try shape the world his way As long as his core philosophy isn t incorrect Which it is,0,Not sure bout Antifa But His notion Open Society informed mentor Karl Popper This motivates anti border anti nationalism Which fine He allowed try shape world way As long core philosophy incorrect Which,Not sure bout Antifa But His notion Open Society informed mentor Karl Popper This motivates anti border anti nationalism Which fine He allowed try shape world way As long core philosophy incorrect Which
4401,zampieri2019: Offensive Posts in Social Media,     NRA tweet was a fraud more than half of Americans say gunrights are the most important issue Falsehood The was gun rights gun control and CA question indicates biase towards control Deliberate knowing propaganda ,2,NRA tweet fraud half Americans say gunrights important issue Falsehood The gun right gun control CA question indicates biase towards control Deliberate knowing propaganda,NRA tweet fraud half Americans say gunrights important issue Falsehood The gun right gun control CA question indicates biase towards control Deliberate knowing propaganda
4402,zampieri2019: Offensive Posts in Social Media, Follow Back Conservatives must stand united  Trump MAGAKAG ,0,Follow Back Conservatives must stand united Trump MAGAKAG,Follow Back Conservatives must stand united Trump MAGAKAG
4403,zampieri2019: Offensive Posts in Social Media,  Isn t that just a nerd,2,Isn nerd,Isn nerd
4404,zampieri2019: Offensive Posts in Social Media,  is way too good to be out of the NFL He is better than quite a few starters in the league and better than all of the nd rd string QB s in the league GiveKapAChance ImWithKap,0,way good NFL He better quite starter league better nd rd string QB league GiveKapAChance ImWithKap,way good NFL He better quite starter league better nd rd string QB league GiveKapAChance ImWithKap
4405,zampieri2019: Offensive Posts in Social Media,     There trying that now and it s not working He is still getting everything done ,0,There trying working He still getting everything done,There trying working He still getting everything done
4406,zampieri2019: Offensive Posts in Social Media,   doesn t the state of Israel do exactly the same but you are a friend of theirs how come they are different and you see them as a Friend ,0,state Israel exactly friend come different see Friend,state Israel exactly friend come different see Friend
4407,zampieri2019: Offensive Posts in Social Media,      has anyone realized chuck is trying use blue in his twitter account and not specify weather he is dem or rep He is being deceptive of who and what he is so people may pic him not knowing what party he associates with,0,anyone realized chuck trying use blue twitter account specify weather dem rep He deceptive people may pic knowing party associate,anyone realized chuck trying use blue twitter account specify weather dem rep He deceptive people may pic knowing party associate
4408,zampieri2019: Offensive Posts in Social Media,      Maybe they should have started the checks years ago Arron then there wouldn t be so many Bloody Liberals in the Party ,0,Maybe started check year ago Arron many Bloody Liberals Party,Maybe started check year ago Arron many Bloody Liberals Party
4409,zampieri2019: Offensive Posts in Social Media,  He is resting because he can t take another humiliation by Pakistan ,0,He resting take another humiliation Pakistan,He resting take another humiliation Pakistan
4410,zampieri2019: Offensive Posts in Social Media,   I think we should But no I don t think most American do We divide ourselves in groups along social issues Conservatives or liberal Probably because we don t have a labor party Or a party that truly cloaks itself in labor identity ,0,I think But I think American We divide group along social issue Conservatives liberal Probably labor party Or party truly cloak labor identity,I think But I think American We divide group along social issue Conservatives liberal Probably labor party Or party truly cloak labor identity
4411,zampieri2019: Offensive Posts in Social Media,  There is no deal to be made on gun control knob The nd Amendment is a right that no one can deal away ,0,There deal made gun control knob The nd Amendment right one deal away,There deal made gun control knob The nd Amendment right one deal away
4412,zampieri2019: Offensive Posts in Social Media,   Love it that SHE s willing to pay the price that someone else will pay Liberals are INSANE ,0,Love SHE willing pay price someone else pay Liberals INSANE,Love SHE willing pay price someone else pay Liberals INSANE
4413,zampieri2019: Offensive Posts in Social Media,   Antifa methinks ,0,Antifa methinks,Antifa methinks
4414,zampieri2019: Offensive Posts in Social Media,   Crying babies ,0,Crying baby,Crying baby
4415,zampieri2019: Offensive Posts in Social Media,         Its legal in India and if you adult women only you have to sign it you don t need the other person signature why this rabble rousing in India take it to Vatican Ireland etc  take it where it s banned Church preachers not to do abortion even if you are raped ,0,Its legal India adult woman sign need person signature rabble rousing India take Vatican Ireland etc take banned Church preacher abortion even raped,Its legal India adult woman sign need person signature rabble rousing India take Vatican Ireland etc take banned Church preacher abortion even raped
4416,zampieri2019: Offensive Posts in Social Media,     you for buy give we all,0,buy give,buy give
4417,zampieri2019: Offensive Posts in Social Media,   No he is in some other world he dreamed of when he was on drugs in colledge,0,No world dreamed drug colledge,No world dreamed drug colledge
4418,zampieri2019: Offensive Posts in Social Media,      needs to take action instead of turning a blind eye to what occurred It was shameful behaviour tantamount to organised bullying Reprehensible just a word If she ignores it she is part of problem Ineffective leadership entrenches this rot in ALP party culture ,0,need take action instead turning blind eye occurred It shameful behaviour tantamount organised bullying Reprehensible word If ignores part problem Ineffective leadership entrenches rot ALP party culture,need take action instead turning blind eye occurred It shameful behaviour tantamount organised bullying Reprehensible word If ignores part problem Ineffective leadership entrenches rot ALP party culture
4419,zampieri2019: Offensive Posts in Social Media,The Trump Alert System in action Trump TRUMP MAGA ,0,The Trump Alert System action Trump TRUMP MAGA,The Trump Alert System action Trump TRUMP MAGA
4420,zampieri2019: Offensive Posts in Social Media,  nah my foodie ass will gladly say it that works on absolutely no one s fucking palate ,2,nah foodie as gladly say work absolutely one fucking palate,nah foodie as gladly say work absolutely one fucking palate
4421,zampieri2019: Offensive Posts in Social Media,   metoo resistance blm antifa Kaepernick all nothing but false outrage ,0,metoo resistance blm antifa Kaepernick nothing false outrage,metoo resistance blm antifa Kaepernick nothing false outrage
4422,zampieri2019: Offensive Posts in Social Media,  But he IS ,0,But IS,But IS
4423,zampieri2019: Offensive Posts in Social Media,  Another Pile of B S By the Former A G ,0,Another Pile B S By Former A G,Another Pile B S By Former A G
4424,zampieri2019: Offensive Posts in Social Media,   was supposed to be Monday,0,supposed Monday,supposed Monday
4425,zampieri2019: Offensive Posts in Social Media,   He is It s his first regression too XD,0,He It first regression XD,He It first regression XD
4426,zampieri2019: Offensive Posts in Social Media,   What services will you cut If the answer is none what specific waste will you eliminate Without an answer to these your commitment is nothing but political flannel ,0,What service cut If answer none specific waste eliminate Without answer commitment nothing political flannel,What service cut If answer none specific waste eliminate Without answer commitment nothing political flannel
4427,zampieri2019: Offensive Posts in Social Media,WHY it s their trail of corruption and they have so much of it going on and at all times they don t want any slips don t want American people to know who they really are AND WHAT THEY VE BEEN UP TO MAGA ,2,WHY trail corruption much going time want slip want American people know really AND WHAT THEY VE BEEN UP TO MAGA,WHY trail corruption much going time want slip want American people know really AND WHAT THEY VE BEEN UP TO MAGA
4428,zampieri2019: Offensive Posts in Social Media,  Just followed you Nice to know there are liberals in Florida Adearfriendnjust moved there and is surrounded by red ,0,Just followed Nice know liberal Florida Adearfriendnjust moved surrounded red,Just followed Nice know liberal Florida Adearfriendnjust moved surrounded red
4429,zampieri2019: Offensive Posts in Social Media,    This is what I get from Twitter liberals ,0,This I get Twitter liberal,This I get Twitter liberal
4430,zampieri2019: Offensive Posts in Social Media,  Amir you are doing a great job,0,Amir great job,Amir great job
4431,zampieri2019: Offensive Posts in Social Media,  Burt Reynolds was the first so called Mega Star ,0,Burt Reynolds first called Mega Star,Burt Reynolds first called Mega Star
4432,zampieri2019: Offensive Posts in Social Media,   From who People from ANTIFA who r mad at her We vote libs assault But SHES LYING so I don t care MAGA KAVA,0,From People ANTIFA r mad We vote libs assault But SHES LYING I care MAGA KAVA,From People ANTIFA r mad We vote libs assault But SHES LYING I care MAGA KAVA
4433,zampieri2019: Offensive Posts in Social Media,  The crap they come up with as excuses comes from dogooodthers lawyers lefties liberals who commit their time to assisting and helping these criminals No excuses mate you committed a crime you pay for it hard and long ,0,The crap come excuse come dogooodthers lawyer lefty liberal commit time assisting helping criminal No excuse mate committed crime pay hard long,The crap come excuse come dogooodthers lawyer lefty liberal commit time assisting helping criminal No excuse mate committed crime pay hard long
4434,zampieri2019: Offensive Posts in Social Media,  You re interested in making me glance at your tweets because I think you are Nintendo for a split second ,0,You interested making glance tweet I think Nintendo split second,You interested making glance tweet I think Nintendo split second
4435,zampieri2019: Offensive Posts in Social Media,     WHY DON T YOU GET A JOB THAT HAS HEALTH CARE OR BETTER YET GET OFF YOUR LAZY ASS AND LOOK FOR BETTER INSURANCE,0,WHY DON T YOU GET A JOB THAT HAS HEALTH CARE OR BETTER YET GET OFF YOUR LAZY ASS AND LOOK FOR BETTER INSURANCE,WHY DON T YOU GET A JOB THAT HAS HEALTH CARE OR BETTER YET GET OFF YOUR LAZY ASS AND LOOK FOR BETTER INSURANCE
4436,zampieri2019: Offensive Posts in Social Media,  that s so fucked up omg in my old hs there s open campus and for every period you skip there s a dollar fine lmaooo,2,fucked omg old h open campus every period skip dollar fine lmaooo,fucked omg old h open campus every period skip dollar fine lmaooo
4437,zampieri2019: Offensive Posts in Social Media,   I believe gun control should consist of guarding your firearms from thivery and kids ,2,I believe gun control consist guarding firearm thivery kid,I believe gun control consist guarding firearm thivery kid
4438,zampieri2019: Offensive Posts in Social Media,   The fake and bake twins ,0,The fake bake twin,The fake bake twin
4439,zampieri2019: Offensive Posts in Social Media,  I miss you bitch ,2,I miss bitch,I miss bitch
4440,zampieri2019: Offensive Posts in Social Media,Again if the economy is booming why is gas so MOF high nd question this is for the MAGA cult how will making cars go half as far on gas doubling your cost to fill your tank make Fucking sense to you TuesdayThoughts ,0,Again economy booming gas MOF high nd question MAGA cult making car go half far gas doubling cost fill tank make Fucking sense TuesdayThoughts,Again economy booming gas MOF high nd question MAGA cult making car go half far gas doubling cost fill tank make Fucking sense TuesdayThoughts
4441,zampieri2019: Offensive Posts in Social Media, postal workers slaughtered in Oklahoma with gauge Winchester pump action shotgun The NRA calls gun control research unethical ,0,postal worker slaughtered Oklahoma gauge Winchester pump action shotgun The NRA call gun control research unethical,postal worker slaughtered Oklahoma gauge Winchester pump action shotgun The NRA call gun control research unethical
4442,zampieri2019: Offensive Posts in Social Media,  Good for business ,0,Good business,Good business
4443,zampieri2019: Offensive Posts in Social Media,           NS liberals will sell out fishermen in a heartbeat These N S Liberals are probably in line looking for private sector handouts Big money tied to Kameron Coal  don t care about Nova Scotians Look at health and education Fisheries next ,2,NS liberal sell fisherman heartbeat These N S Liberals probably line looking private sector handout Big money tied Kameron Coal care Nova Scotians Look health education Fisheries next,NS liberal sell fisherman heartbeat These N S Liberals probably line looking private sector handout Big money tied Kameron Coal care Nova Scotians Look health education Fisheries next
4444,zampieri2019: Offensive Posts in Social Media,FBI Had Two Sets Of Records On Trump Investigation Comey McCabe Implicated Carter TCOT MAGA RedNationRising ,0,FBI Had Two Sets Of Records On Trump Investigation Comey McCabe Implicated Carter TCOT MAGA RedNationRising,FBI Had Two Sets Of Records On Trump Investigation Comey McCabe Implicated Carter TCOT MAGA RedNationRising
4445,zampieri2019: Offensive Posts in Social Media,                                                   Oh Low blow or blow job Lmao,2,Oh Low blow blow job Lmao,Oh Low blow blow job Lmao
4446,zampieri2019: Offensive Posts in Social Media,  to quit sex ,2,quit sex,quit sex
4447,zampieri2019: Offensive Posts in Social Media,   Yeah Well you don t deserve to be free Funny how this started on slaves and ended up on you wanting to be one Be sure and thank the Dems for creating the KKK and ANTIFA Their contributions to the fabric of American politics ,0,Yeah Well deserve free Funny started slave ended wanting one Be sure thank Dems creating KKK ANTIFA Their contribution fabric American politics,Yeah Well deserve free Funny started slave ended wanting one Be sure thank Dems creating KKK ANTIFA Their contribution fabric American politics
4448,zampieri2019: Offensive Posts in Social Media,   Dear Fatties Against Fascism WalkAway from the Democrats Antifa Democrats Dixiecrats KKK There are no fascists in America Same hate Different colored hoods Party of hate since ,2,Dear Fatties Against Fascism WalkAway Democrats Antifa Democrats Dixiecrats KKK There fascist America Same hate Different colored hood Party hate since,Dear Fatties Against Fascism WalkAway Democrats Antifa Democrats Dixiecrats KKK There fascist America Same hate Different colored hood Party hate since
4449,zampieri2019: Offensive Posts in Social Media,   Ask the black Panthers whent well thrill Milford act ask why the first gun control listed niggers could not touch guns under penalty of death Also glad you can see that all the gun control has never been for reduction of violence it s about enforcing tyranny ,0,Ask black Panthers whent well thrill Milford act ask first gun control listed nigger could touch gun penalty death Also glad see gun control never reduction violence enforcing tyranny,Ask black Panthers whent well thrill Milford act ask first gun control listed nigger could touch gun penalty death Also glad see gun control never reduction violence enforcing tyranny
4450,zampieri2019: Offensive Posts in Social Media,  So happy for you and your dad My dad had the same kind of cancer but stage He was diagnosed in and passed away this passed January My mom is kicking leukemia s ass since Nov of and she is doing awesome ,0,So happy dad My dad kind cancer stage He diagnosed passed away passed January My mom kicking leukemia as since Nov awesome,So happy dad My dad kind cancer stage He diagnosed passed away passed January My mom kicking leukemia as since Nov awesome
4451,zampieri2019: Offensive Posts in Social Media,           Pretty much As I ve stated I believe is gun control just not this aspect of it The guns aren t the problem the people who shouldn t have guns are Where do we draw the line How do we prevent bad or crazy people from shooting up a crowd Surely we don t have the answer,0,Pretty much As I stated I believe gun control aspect The gun problem people gun Where draw line How prevent bad crazy people shooting crowd Surely answer,Pretty much As I stated I believe gun control aspect The gun problem people gun Where draw line How prevent bad crazy people shooting crowd Surely answer
4452,zampieri2019: Offensive Posts in Social Media,  Don t use his NJ address He is never there ,0,Don use NJ address He never,Don use NJ address He never
4453,zampieri2019: Offensive Posts in Social Media,   I disagree See Antifa ,0,I disagree See Antifa,I disagree See Antifa
4454,zampieri2019: Offensive Posts in Social Media,     Looks like Liberals are trying to hide this truth ,0,Looks like Liberals trying hide truth,Looks like Liberals trying hide truth
4455,zampieri2019: Offensive Posts in Social Media,  Maybe she is just supporting a pill that aborts all computer emails Seems to have worked for her pretty well Coming to stores soon the Bleachbit Pill If you buy now they will include a free sledge hammer as well ,0,Maybe supporting pill abort computer email Seems worked pretty well Coming store soon Bleachbit Pill If buy include free sledge hammer well,Maybe supporting pill abort computer email Seems worked pretty well Coming store soon Bleachbit Pill If buy include free sledge hammer well
4456,zampieri2019: Offensive Posts in Social Media,  You should reach out to Paul berger  He is teaching researching these classes he is fierce great V Ethical ,0,You reach Paul berger He teaching researching class fierce great V Ethical,You reach Paul berger He teaching researching class fierce great V Ethical
4457,zampieri2019: Offensive Posts in Social Media,  a What You are Better then a futanary Work You are real ,0,What You Better futanary Work You real,What You Better futanary Work You real
4458,zampieri2019: Offensive Posts in Social Media,    Isis apparently obama let them run the world Getting nuked by korea BLM destroying cities Antifa ,2,Isis apparently obama let run world Getting nuked korea BLM destroying city Antifa,Isis apparently obama let run world Getting nuked korea BLM destroying city Antifa
4459,zampieri2019: Offensive Posts in Social Media,     Because he knows for a fact gun control works and it s proven to work and can t find anyother reinforcement for his argument other than those yee haw laws,0,Because know fact gun control work proven work find anyother reinforcement argument yee haw law,Because know fact gun control work proven work find anyother reinforcement argument yee haw law
4460,zampieri2019: Offensive Posts in Social Media,  in the sitting room making herself a drink Her shoulders are raised indicating how tense she is I walk over to her and start to make myself a drink as well You know you made things more ,0,sitting room making drink Her shoulder raised indicating tense I walk start make drink well You know made thing,sitting room making drink Her shoulder raised indicating tense I walk start make drink well You know made thing
4461,zampieri2019: Offensive Posts in Social Media,  I feel like this happens at the library except they argue a fine because they don t appreciate us and think she is doing us a favor by patronizing the library But the family of seven with a huge fine on multiple picture books will write out a check then and there ,0,I feel like happens library except argue fine appreciate u think u favor patronizing library But family seven huge fine multiple picture book write check,I feel like happens library except argue fine appreciate u think u favor patronizing library But family seven huge fine multiple picture book write check
4462,zampieri2019: Offensive Posts in Social Media,  I couldn t agree more us conservatives need to take our country back MAGA,0,I agree u conservative need take country back MAGA,I agree u conservative need take country back MAGA
4463,zampieri2019: Offensive Posts in Social Media,    Listen to General Flynn speech Read his plea deal WWGWGA MAGA TheRainMakers QAnon QArmy ,0,Listen General Flynn speech Read plea deal WWGWGA MAGA TheRainMakers QAnon QArmy,Listen General Flynn speech Read plea deal WWGWGA MAGA TheRainMakers QAnon QArmy
4464,zampieri2019: Offensive Posts in Social Media,  See at this point i don t know if you are making these foods as a joke or if you actually like eating this,0,See point know making food joke actually like eating,See point know making food joke actually like eating
4465,zampieri2019: Offensive Posts in Social Media, SCREAMS SHE IS SO CUTE WHEN SHE DOES THIS ,0,SCREAMS SHE IS SO CUTE WHEN SHE DOES THIS,SCREAMS SHE IS SO CUTE WHEN SHE DOES THIS
4466,zampieri2019: Offensive Posts in Social Media,  HE is disrespecting the office You are standing up to say that is unacceptable ,0,HE disrespecting office You standing say unacceptable,HE disrespecting office You standing say unacceptable
4467,zampieri2019: Offensive Posts in Social Media,     Also there to help banks boost their balance sheets post crash I d imagine atleast Maybe more of current house prices are part of the bank bailout package ,0,Also help bank boost balance sheet post crash I imagine atleast Maybe current house price part bank bailout package,Also help bank boost balance sheet post crash I imagine atleast Maybe current house price part bank bailout package
4468,zampieri2019: Offensive Posts in Social Media, PlannedParenthood is still receiving over half a billion dollars a year from the USGoverment Abortion is another form of Slavery Savetheth prolife ccot RedNationRising teaparty conservatives MAGA Don t repealtheth teaparty PJNET ,0,PlannedParenthood still receiving half billion dollar year USGoverment Abortion another form Slavery Savetheth prolife ccot RedNationRising teaparty conservative MAGA Don repealtheth teaparty PJNET,PlannedParenthood still receiving half billion dollar year USGoverment Abortion another form Slavery Savetheth prolife ccot RedNationRising teaparty conservative MAGA Don repealtheth teaparty PJNET
4469,zampieri2019: Offensive Posts in Social Media,  You are a lier Christine Ford Soros pays you well and your lawyer won t work we all know you lie shame on you ,2,You lier Christine Ford Soros pay well lawyer work know lie shame,You lier Christine Ford Soros pay well lawyer work know lie shame
4470,zampieri2019: Offensive Posts in Social Media, i love how active you are on twitter Forever shining on my TL Dislike dont event know you to dislike anything tbh,0,love active twitter Forever shining TL Dislike dont event know dislike anything tbh,love active twitter Forever shining TL Dislike dont event know dislike anything tbh
4471,zampieri2019: Offensive Posts in Social Media,  PG pure shot creator You don t need to speedboost in this game If you are half decent you should thrive with shot creators They are known for draining and greening the most contested shit YW ,0,PG pure shot creator You need speedboost game If half decent thrive shot creator They known draining greening contested shit YW,PG pure shot creator You need speedboost game If half decent thrive shot creator They known draining greening contested shit YW
4472,zampieri2019: Offensive Posts in Social Media,   once again using people to advance herself WalkAwayDemocrats,0,using people advance WalkAwayDemocrats,using people advance WalkAwayDemocrats
4473,zampieri2019: Offensive Posts in Social Media,   gt gt old are you She looks like a baby Makes me wonder what she is doing in this kind of business Can we sit I motion to the couch but I look to Dion for approval I know I have no right to ask her or him to include me in their business ,0,gt gt old She look like baby Makes wonder kind business Can sit I motion couch I look Dion approval I know I right ask include business,gt gt old She look like baby Makes wonder kind business Can sit I motion couch I look Dion approval I know I right ask include business
4474,zampieri2019: Offensive Posts in Social Media,  I prefer not to speak ,0,I prefer speak,I prefer speak
4475,zampieri2019: Offensive Posts in Social Media,                          TeleSmokaCatin damn that looked better in my head ,2,TeleSmokaCatin damn looked better head,TeleSmokaCatin damn looked better head
4476,zampieri2019: Offensive Posts in Social Media,   an adult in the room might get things done If that happens Liberals will take credit if not Doug will be blamed for sticking his noses inz ,0,adult room might get thing done If happens Liberals take credit Doug blamed sticking nose inz,adult room might get thing done If happens Liberals take credit Doug blamed sticking nose inz
4477,zampieri2019: Offensive Posts in Social Media,  I don t understand who Soros isn t arrested for domestic terrorism He also funds Antifa ,0,I understand Soros arrested domestic terrorism He also fund Antifa,I understand Soros arrested domestic terrorism He also fund Antifa
4478,zampieri2019: Offensive Posts in Social Media,   Nonsense Ford is doing what he campaign on And he is doing a damn fine job It good to see a politician keep his promises push things thru and get the done The Conservative party has plenty of depth and is representing Ontarians quite well ,0,Nonsense Ford campaign And damn fine job It good see politician keep promise push thing thru get done The Conservative party plenty depth representing Ontarians quite well,Nonsense Ford campaign And damn fine job It good see politician keep promise push thing thru get done The Conservative party plenty depth representing Ontarians quite well
4479,zampieri2019: Offensive Posts in Social Media,  This will be settled and will never see a jury We will never know the truth Maybe she grabbed him first while swapping spit or he is really that stupid to just grab her Either way I doubt we will ever know the complete truth ,2,This settled never see jury We never know truth Maybe grabbed first swapping spit really stupid grab Either way I doubt ever know complete truth,This settled never see jury We never know truth Maybe grabbed first swapping spit really stupid grab Either way I doubt ever know complete truth
4480,zampieri2019: Offensive Posts in Social Media,  Sleazy CNN afraid of Trump GOP but tough on liberals ,0,Sleazy CNN afraid Trump GOP tough liberal,Sleazy CNN afraid Trump GOP tough liberal
4481,zampieri2019: Offensive Posts in Social Media,  Congratulations Joe you deserve to a nice treat after all the hard work you are doing each and every day keeping us Sareptians informed I know us CA boys appreciate you ,0,Congratulations Joe deserve nice treat hard work every day keeping u Sareptians informed I know u CA boy appreciate,Congratulations Joe deserve nice treat hard work every day keeping u Sareptians informed I know u CA boy appreciate
4482,zampieri2019: Offensive Posts in Social Media,  Aww I tried lol She is such a smart ass though ,0,Aww I tried lol She smart as though,Aww I tried lol She smart as though
4483,zampieri2019: Offensive Posts in Social Media,  By being a spoiled entitled ghetto head That really screams feminist ,0,By spoiled entitled ghetto head That really scream feminist,By spoiled entitled ghetto head That really scream feminist
4484,zampieri2019: Offensive Posts in Social Media,  Well I figure he kinda blew his wad over the Weekend regarding his command of Flo Because he was acting like he was running the whole show barking orders parting the waters and on and on Oh what a mighty man he is not ,0,Well I figure kinda blew wad Weekend regarding command Flo Because acting like running whole show barking order parting water Oh mighty man,Well I figure kinda blew wad Weekend regarding command Flo Because acting like running whole show barking order parting water Oh mighty man
4485,zampieri2019: Offensive Posts in Social Media,    Man you really thought this was it huh ,0,Man really thought huh,Man really thought huh
4486,zampieri2019: Offensive Posts in Social Media, high school students murdered in Dallas with WASR Century Arms rifle The NRA calls gun control research unethical ,0,high school student murdered Dallas WASR Century Arms rifle The NRA call gun control research unethical,high school student murdered Dallas WASR Century Arms rifle The NRA call gun control research unethical
4487,zampieri2019: Offensive Posts in Social Media,    She is a long time proponent of killing the unborn ,0,She long time proponent killing unborn,She long time proponent killing unborn
4488,zampieri2019: Offensive Posts in Social Media,   This seems true At least the damage Trump has done can be undone fairly quickly ,0,This seems true At least damage Trump done undone fairly quickly,This seems true At least damage Trump done undone fairly quickly
4489,zampieri2019: Offensive Posts in Social Media,Susan Collins Puzzling Why Kavanaugh Allegation Came So Late TCOT MAGA RedNationRising ,0,Susan Collins Puzzling Why Kavanaugh Allegation Came So Late TCOT MAGA RedNationRising,Susan Collins Puzzling Why Kavanaugh Allegation Came So Late TCOT MAGA RedNationRising
4490,zampieri2019: Offensive Posts in Social Media,               No phones allowed ,0,No phone allowed,No phone allowed
4491,zampieri2019: Offensive Posts in Social Media,  aw hugs i ve gotten flustered like that as well it sucks i also sometimes write myself a little script you re not alone ,0,aw hug gotten flustered like well suck also sometimes write little script alone,aw hug gotten flustered like well suck also sometimes write little script alone
4492,zampieri2019: Offensive Posts in Social Media,   When we allow foreign law into our sovereign nation we have lost our sovereignty Say no to ShariaLaw ConstitutionDay MAGA MondayMorning        ,0,When allow foreign law sovereign nation lost sovereignty Say ShariaLaw ConstitutionDay MAGA MondayMorning,When allow foreign law sovereign nation lost sovereignty Say ShariaLaw ConstitutionDay MAGA MondayMorning
4493,zampieri2019: Offensive Posts in Social Media,  what the FUCK,2,FUCK,FUCK
4494,zampieri2019: Offensive Posts in Social Media,    Glad her career is ruined by the way She deserves to be ruined after what she done Just because she WAS a celebrity doesn t mean she should be excused Doesn t mean she is above the law ,2,Glad career ruined way She deserves ruined done Just WAS celebrity mean excused Doesn mean law,Glad career ruined way She deserves ruined done Just WAS celebrity mean excused Doesn mean law
4495,zampieri2019: Offensive Posts in Social Media,   G this a MAGA ass take ,0,G MAGA as take,G MAGA as take
4496,zampieri2019: Offensive Posts in Social Media,  And their last hit and ounce of relevance NetherlandsTaxHaven,0,And last hit ounce relevance NetherlandsTaxHaven,And last hit ounce relevance NetherlandsTaxHaven
4497,zampieri2019: Offensive Posts in Social Media,   A Cosby comparison vs from hs Why u so angry Are you one of those antifa activates that doesn t like getting pepper sprayed ,0,A Cosby comparison v h Why u angry Are one antifa activates like getting pepper sprayed,A Cosby comparison v h Why u angry Are one antifa activates like getting pepper sprayed
4498,zampieri2019: Offensive Posts in Social Media,  Silly unhinged liberals ,2,Silly unhinged liberal,Silly unhinged liberal
4499,zampieri2019: Offensive Posts in Social Media,    Restricting ammo is infringing upon right to bear arms How about women can have abortions but restricted to rd week of pregnancy and must be registered Easy test of gun control laws apply them to other rights to see if they d be supported If not then they are bad,2,Restricting ammo infringing upon right bear arm How woman abortion restricted rd week pregnancy must registered Easy test gun control law apply right see supported If bad,Restricting ammo infringing upon right bear arm How woman abortion restricted rd week pregnancy must registered Easy test gun control law apply right see supported If bad
4500,zampieri2019: Offensive Posts in Social Media,  This list of murders he is wanted for grows by the day ,0,This list murder wanted grows day,This list murder wanted grows day
4501,zampieri2019: Offensive Posts in Social Media,        This is not surprising They re conservatives and they generally lack empathy for people who aren t them ,0,This surprising They conservative generally lack empathy people,This surprising They conservative generally lack empathy people
4502,zampieri2019: Offensive Posts in Social Media,just saw a group of freshmen wearing maga bucket hats i hate this school,2,saw group freshman wearing maga bucket hat hate school,saw group freshman wearing maga bucket hat hate school
