corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
hate-speech-dataset,Teach our men to be men again and defend our countries and women folk against the non white .,2,Teach men men defend countries women folk non white ,Teach men men defend countries women folk non white 
hate-speech-dataset,Harsh punishments for rapists .,0,Harsh punishments rapists ,Harsh punishments rapists 
hate-speech-dataset,Wasn't meaning yo be hard on you or Knightrider1961 .,0,Was nt meaning yo hard  ,Was nt meaning yo hard  
hate-speech-dataset,Some Klansmen refuse to see where real problems are .,0,Some Klansmen refuse see real problems ,Some Klansmen refuse see real problems 
hate-speech-dataset,At times it is perplexing .,0,At times perplexing ,At times perplexing 
hate-speech-dataset,It's good to see someone actively trying to make a difference and reach out to people who otherwise might never realize that there is more than one side to any belief .,0,It s good see someone actively trying make difference reach people otherwise might never realize one side belief ,It s good see someone actively trying make difference reach people otherwise might never realize one side belief 
hate-speech-dataset,Good work .,0,Good work ,Good work 
hate-speech-dataset,"Well said Ghost but , dont bother with that dude-he is one of those that always has to have the last word so it will just go on and on .",0,Well said Ghost  dont bother dudehe one always last word go ,Well said Ghost  dont bother dudehe one always last word go 
hate-speech-dataset,The next world cup will be the greatest murder and rape fest since Katrina .,2,The next world cup greatest murder rape fest since Katrina ,The next world cup greatest murder rape fest since Katrina 
hate-speech-dataset,Imagine the groids licking their big lips when they see all those unsuspecting tourists walking around .,2,Imagine groids licking big lips see unsuspecting tourists walking around ,Imagine groids licking big lips see unsuspecting tourists walking around 
hate-speech-dataset,The only species that constantly grabs his crotch in front of others and waves their arms around furiously are : 1. monkeys 2. blacks 3. both of the above Need I say more ?,2,The species constantly grabs crotch front others waves arms around furiously   monkeys  blacks  Need I say ,The species constantly grabs crotch front others waves arms around furiously   monkeys  blacks  Need I say 
hate-speech-dataset,I plan on going to work and making myself some money .,0,I plan going work making money ,I plan going work making money 
hate-speech-dataset,I 'm not a nig and need a day off to smoke blunts and drink 40 ouncers .,2,I m nig need day smoke blunts drink  ouncers ,I m nig need day smoke blunts drink  ouncers 
hate-speech-dataset,I sent out a few more emails the other day and then last night handed out about 25 or so leaflets made up of David Duke 's talk on this and the Duke Lacrosse case that the St. Louis Volksfront donated me .,0,I sent emails day last night handed  leaflets made David Duke s talk Duke Lacrosse case St Louis Volksfront donated ,I sent emails day last night handed  leaflets made David Duke s talk Duke Lacrosse case St Louis Volksfront donated 
hate-speech-dataset,When i first joined up i was shocked at how ( no offence ) elderly some of the people who post here are .,0,When first joined shocked  offence  elderly people post ,When first joined shocked  offence  elderly people post 
hate-speech-dataset,"I was on web site not long ago checking into buying land in eastern europe while its still cheap , and not in the hands of other races. it looks like a good investment. and more importantly one way of keeping europe white helping to prevent our extintion .",0,I web site long ago checking buying land eastern europe still cheap  hands races  looks like good investment  importantly one way keeping europe white helping prevent extintion ,I web site long ago checking buying land eastern europe still cheap  hands races  looks like good investment  importantly one way keeping europe white helping prevent extintion 
hate-speech-dataset,Spread the link everywhere in public and in internet !,0,Spread link everywhere public internet ,Spread link everywhere public internet 
hate-speech-dataset,"Here ´ s some ideas for you , https : //www.stormfront.org/forum/show ... = 298321 & page = 3",0,Here ´ ideas  https       page ,Here ´ ideas  https       page 
hate-speech-dataset,Last Friday an associate here handed out 100 NV leaflets at a rodeo depicting a graphic summation of non-white ( mestizo ) immigration .,2,Last Friday associate handed  NV leaflets rodeo depicting graphic summation nonwhite  mestizo  immigration ,Last Friday associate handed  NV leaflets rodeo depicting graphic summation nonwhite  mestizo  immigration 
hate-speech-dataset,"Two e-mails sent , and will phone as soon as I shut down here .",0,Two emails sent  phone soon I shut ,Two emails sent  phone soon I shut 
hate-speech-dataset,"Great news that in numbers we can accomplish everything , and anything .",0,Great news numbers accomplish everything  anything ,Great news numbers accomplish everything  anything 
hate-speech-dataset,"Well...here's what we 're up to : YANKEE _ JIM $ 100.00 Octavian $ 20.00 bigguy $ 20.00 Flax $ 300.00 Umberto $ 25.00 Cabal _ 88 $ 10.00 Gauleiter $ 20.00 Florida88 $ 10.00 -------- Total so far = $ 505.00 ADDED 9/30 Awake777 $ 20.00 JD ( Hyde Park , NY ) $ 10.00 Iconoclast14 $ 32.00 R-I-Z-Z-O ( Whitelion ) $ 30.00 DRC ( Florida ) $ 25.00 DH ( Maryland ) $ 25.00 Lawdog $ 25.00 Bamaman $ 10.00 Scipio Americanus $ 10.00 ------------------ $ 187.00 New total = $ 692.00 ADDED 10/01 Yankee Jim $ 25.00 ------------------------ New total = $ 717.00 ADDED 10/11 VM ( NA TN member ) $ 10.00 DH ( NA Maryland member ) ANOTHER $ 20.00 !",0,Well  s re  YANKEE  JIM   Octavian   bigguy   Flax   Umberto   Cabal     Gauleiter          Total far    ADDED     JD  Hyde Park  NY       RIZZO  Whitelion    DRC  Florida    DH  Maryland    Lawdog   Bamaman   Scipio Americanus              New total    ADDED  Yankee Jim               New total    ADDED  VM  NA TN member    DH  NA Maryland member  ANOTHER   ,Well  s re  YANKEE  JIM   Octavian   bigguy   Flax   Umberto   Cabal     Gauleiter          Total far    ADDED     JD  Hyde Park  NY       RIZZO  Whitelion    DRC  Florida    DH  Maryland    Lawdog   Bamaman   Scipio Americanus              New total    ADDED  Yankee Jim               New total    ADDED  VM  NA TN member    DH  NA Maryland member  ANOTHER   
hate-speech-dataset,"New total = $ 747.00 vonFreyja88 sent $ 60.00 which I 've not received yet , ( hopefully in PO Box in AM ) and the NA member from the Poughkeepsie , NY area who does not post here pledged another $ 50.00 , which I do n't have in my hand yet , brings the total to : $ 857.00 !!!",0,New total     sent   I ve received yet   hopefully PO Box AM  NA member Poughkeepsie  NY area post pledged another    I nt hand yet  brings total      ,New total     sent   I ve received yet   hopefully PO Box AM  NA member Poughkeepsie  NY area post pledged another    I nt hand yet  brings total      
hate-speech-dataset,Now ... IF someone wants to make a donation at the absolute last minute ... please see my above quote .,0,Now  IF someone wants make donation absolute last minute  please see quote ,Now  IF someone wants make donation absolute last minute  please see quote 
hate-speech-dataset,My wife is in the other room now getting her totals together to hand in tomorrow morning .,0,My wife room getting totals together hand tomorrow morning ,My wife room getting totals together hand tomorrow morning 
hate-speech-dataset,THANKS AGAIN !,0,THANKS AGAIN ,THANKS AGAIN 
hate-speech-dataset,-Yankee Jim,0,Yankee Jim,Yankee Jim
hate-speech-dataset,Writing in David Duke 's name is fine because such a vote will still send the message that white America will not be taken for granted .,0,Writing David Duke s name fine vote still send message white America taken granted ,Writing David Duke s name fine vote still send message white America taken granted 
hate-speech-dataset,I would probably vote for him if he was on the ballot .,0,I would probably vote ballot ,I would probably vote ballot 
hate-speech-dataset,Calman,0,Calman,Calman
hate-speech-dataset,Perhaps consider asking a friend to put up a/some flyers that show him and say that he is a statuatory rapist who preys on underage white girls !,0,Perhaps consider asking friend put asome flyers show say statuatory rapist preys underage white girls ,Perhaps consider asking friend put asome flyers show say statuatory rapist preys underage white girls 
hate-speech-dataset,I go into town and put resistance.com buisness cards in public libraries and give them out on the street to various people that have a white complexion .,0,I go town put resistancecom buisness cards public libraries give street various people white complexion ,I go town put resistancecom buisness cards public libraries give street various people white complexion 
hate-speech-dataset,"Welcome to the board , Mr. Roper .",0,Welcome board  Mr Roper ,Welcome board  Mr Roper 
hate-speech-dataset,It is great to see one of the leaders of one of the top pro-White organizations in the world come onto Stormfront .,0,It great see one leaders one top proWhite organizations world come onto Stormfront ,It great see one leaders one top proWhite organizations world come onto Stormfront 
hate-speech-dataset,I just moved here and all my old friends moved away .,0,I moved old friends moved away ,I moved old friends moved away 
hate-speech-dataset,I have been able to become more active than ever because of this site .,0,I able become active ever site ,I able become active ever site 
hate-speech-dataset,Thank you skingirl,0,Thank skingirl,Thank skingirl
hate-speech-dataset,October 31st is New Year 's Eve in our European cultural tradition - will there be specific flyers for this event ?,0,October  New Year s Eve European cultural tradition  specific flyers event ,October  New Year s Eve European cultural tradition  specific flyers event 
hate-speech-dataset,CF,0,CF,CF
hate-speech-dataset,Suspect also linked to 2009 murder rape case ..,0,Suspect also linked  murder rape case ,Suspect also linked  murder rape case 
hate-speech-dataset,"These feral negroes stalk white women , rape and kill and , no one seems willing to stop them .",2,These feral negroes stalk white women  rape kill  one seems willing stop ,These feral negroes stalk white women  rape kill  one seems willing stop 
hate-speech-dataset,"The media is reluctantly covering this , surely not with the same intensity as when the criminal Brown was killed in Ferguson .",0,The media reluctantly covering  surely intensity criminal Brown killed Ferguson ,The media reluctantly covering  surely intensity criminal Brown killed Ferguson 
hate-speech-dataset,Seems like black criminals get more sympathy from the msm than innocent white women .,0,Seems like black criminals get sympathy msm innocent white women ,Seems like black criminals get sympathy msm innocent white women 
hate-speech-dataset,"Shocking and outrageous , that is what we all should be feeling. jmho b.e.",0,Shocking outrageous  feeling  jmho be ,Shocking outrageous  feeling  jmho be 
hate-speech-dataset,Police : Suspect in U.Va. case linked to 2009 homicide Virginia State Police said Monday that a suspect charged in the disappearance of a University of Virginia sophomore is linked through forensic evidence to the abduction and murder of another college student five years ago .,0,Police  Suspect UVa  case linked  homicide Virginia State Police said Monday suspect charged disappearance University Virginia sophomore linked forensic evidence abduction murder another college student five years ago ,Police  Suspect UVa  case linked  homicide Virginia State Police said Monday suspect charged disappearance University Virginia sophomore linked forensic evidence abduction murder another college student five years ago 
hate-speech-dataset,"Jesse Matthew Jr. , 32 , was arrested near Galveston , Texas , last week and charged with abduction with intent to defile in connection with the disappearance of Hannah Graham , 18 , who is still missing .",0,Jesse Matthew Jr    arrested near Galveston  Texas  last week charged abduction intent defile connection disappearance Hannah Graham    still missing ,Jesse Matthew Jr    arrested near Galveston  Texas  last week charged abduction intent defile connection disappearance Hannah Graham    still missing 
hate-speech-dataset,"Police confirmed Monday that forensic evidence links Matthew , a University of Virginia Hospital worker , to the disappearance and slaying of 20-year-old Morgan Harrington in October 2009 .",0,Police confirmed Monday forensic evidence links Matthew  University Virginia Hospital worker  disappearance slaying yearold Morgan Harrington October  ,Police confirmed Monday forensic evidence links Matthew  University Virginia Hospital worker  disappearance slaying yearold Morgan Harrington October  
hate-speech-dataset,It is highly doubtful the Homo Sapiens went North .,0,It highly doubtful Homo Sapiens went North ,It highly doubtful Homo Sapiens went North 
hate-speech-dataset,Neanderthals were being constantly pushed South from the advancing and retreating Ice Ages and Glaciations .,0,Neanderthals constantly pushed South advancing retreating Ice Ages Glaciations ,Neanderthals constantly pushed South advancing retreating Ice Ages Glaciations 
hate-speech-dataset,Biological Europeans are the descendants of Neanderthals mixed with the humans seen today .,0,Biological Europeans descendants Neanderthals mixed humans seen today ,Biological Europeans descendants Neanderthals mixed humans seen today 
hate-speech-dataset,"We did not evolve from Homo Sapiens ; quite the contrary , we retained our intelligence in spite of them .",0,We evolve Homo Sapiens  quite contrary  retained intelligence spite ,We evolve Homo Sapiens  quite contrary  retained intelligence spite 
hate-speech-dataset,He suspected of taking a crap high atop the empire state building a few years ago right out in the open with people walking around ..,0,He suspected taking crap high atop empire state building years ago right open people walking around ,He suspected taking crap high atop empire state building years ago right open people walking around 
hate-speech-dataset,Rapper Kanye West caught pooping at the empire state building .,0,Rapper Kanye West caught pooping empire state building ,Rapper Kanye West caught pooping empire state building 
hate-speech-dataset,- Topix,0, Topix, Topix
hate-speech-dataset,...is rotten to the core .,0, rotten core , rotten core 
hate-speech-dataset,"Only in the mind of the INTERNATIONAL JEW could such an evil machination , with its ticker tape parade of lies , be cooked up !",2,Only mind INTERNATIONAL JEW could evil machination  ticker tape parade lies  cooked ,Only mind INTERNATIONAL JEW could evil machination  ticker tape parade lies  cooked 
hate-speech-dataset,"if its such a big deal that you need to talk about it , yes. you are a non-white. you might as well be fully mongol .",2,big deal need talk  yes  nonwhite  might well fully mongol ,big deal need talk  yes  nonwhite  might well fully mongol 
hate-speech-dataset,But Israel disagrees .,0,But Israel disagrees ,But Israel disagrees 
hate-speech-dataset,Are you an anti-Semite who is trying to undermine the racial integrity of the world 's only Jewish state ?,0,Are antiSemite trying undermine racial integrity world s Jewish state ,Are antiSemite trying undermine racial integrity world s Jewish state 
hate-speech-dataset,"Careful man , People on SF do n't like Asians bashing .",0,Careful man  People SF nt like Asians bashing ,Careful man  People SF nt like Asians bashing 
hate-speech-dataset,They would rather you look for black stories .,0,They would rather look black stories ,They would rather look black stories 
hate-speech-dataset,Asians are smart .,0,Asians smart ,Asians smart 
hate-speech-dataset,Equals to white and future ally .,0,Equals white future ally ,Equals white future ally 
hate-speech-dataset,"Remember, when you buy California fruit you are supporting illegal immigration because that is all who pick the fruit .",0,Remember  buy California fruit supporting illegal immigration pick fruit ,Remember  buy California fruit supporting illegal immigration pick fruit 
hate-speech-dataset,"In fact , if you buy California fruit , you have tasted illegal alien DNA .",2,In fact  buy California fruit  tasted illegal alien DNA ,In fact  buy California fruit  tasted illegal alien DNA 
hate-speech-dataset,I wonder if the what looks like Arabic used for his second account name has anything to do with his hate for women .,0,I wonder looks like Arabic used second account name anything hate women ,I wonder looks like Arabic used second account name anything hate women 
hate-speech-dataset,STDs have nothing to do with the morality and the genetics .,0,STDs nothing morality genetics ,STDs nothing morality genetics 
hate-speech-dataset,Stop justifying your yellow fever .,0,Stop justifying yellow fever ,Stop justifying yellow fever 
hate-speech-dataset,White + Asian DOES NOT make white babies .,2,White  Asian DOES NOT make white babies ,White  Asian DOES NOT make white babies 
hate-speech-dataset,Whites are supposed to ignore this ?,0,Whites supposed ignore ,Whites supposed ignore 
hate-speech-dataset,"Black-On-White Crime Blog : Blacks Commit All Crime at University of Minnesota , Organized Blackness Shouts ' Pattern Recognition ' the Real Crime",0,BlackOnWhite Crime Blog  Blacks Commit All Crime University Minnesota  Organized Blackness Shouts  Pattern Recognition  Real Crime,BlackOnWhite Crime Blog  Blacks Commit All Crime University Minnesota  Organized Blackness Shouts  Pattern Recognition  Real Crime
hate-speech-dataset,I'm glad you 're gay !,0,I m glad re gay ,I m glad re gay 
hate-speech-dataset,The next generation of humanity should thank you for not having been infected with your flawed genetic structure .,2,The next generation humanity thank infected flawed genetic structure ,The next generation humanity thank infected flawed genetic structure 
hate-speech-dataset,I think you do the best you can to embrace the best of who you are by helping the white cause .,0,I think best embrace best helping white cause ,I think best embrace best helping white cause 
hate-speech-dataset,"As I said when the races are mixed its more difficult but they can between a white , black or Asian and that proves that races exist .",0,As I said races mixed difficult white  black Asian proves races exist ,As I said races mixed difficult white  black Asian proves races exist 
hate-speech-dataset,It contradicts his statement that races dont exist .,0,It contradicts statement races dont exist ,It contradicts statement races dont exist 
hate-speech-dataset,I did n't realize we were offending you by pointing out how often Asians and Jews get surgery to look more White .,2,I nt realize offending pointing often Asians Jews get surgery look White ,I nt realize offending pointing often Asians Jews get surgery look White 
hate-speech-dataset,Maybe they 're confusing the fact that we 're tired of LIBTARDS on TV for our being tired of White people .,2,Maybe re confusing fact re tired LIBTARDS TV tired White people ,Maybe re confusing fact re tired LIBTARDS TV tired White people 
hate-speech-dataset,"If they want to fire all these leftist moonbats and replace them with genuine White conservatives , I 'm all for it .",2,If want fire leftist moonbats replace genuine White conservatives  I m ,If want fire leftist moonbats replace genuine White conservatives  I m 
hate-speech-dataset,I would n't be surprised if I 've yelled and cussed at one of his call center cousins on the phone before .,0,I would nt surprised I ve yelled cussed one call center cousins phone ,I would nt surprised I ve yelled cussed one call center cousins phone 
hate-speech-dataset,"That type of negroes call your kind of brothas , Uncle Tom .",0,That type negroes call kind brothas  Uncle Tom ,That type negroes call kind brothas  Uncle Tom 
hate-speech-dataset,Because behaving like civilized and educated person is `` to white '' for negroes .,2,Because behaving like civilized educated person  white  negroes ,Because behaving like civilized educated person  white  negroes 
hate-speech-dataset,Deport all Indians back to India and make them pay for the trip .,2,Deport Indians back India make pay trip ,Deport Indians back India make pay trip 
hate-speech-dataset,The only good thing about Indians is their married women are so loose that prostitution fails in Indian areas .,2,The good thing Indians married women loose prostitution fails Indian areas ,The good thing Indians married women loose prostitution fails Indian areas 
hate-speech-dataset,"Miami,( I do n't know how Don can stand living down there ) Hispanic - 279,456 ( 70.0 % ) Black alone - 64,993 ( 16.3 % ) White alone - 47,622 ( 11.9 % ) Asian alone - 3,649 ( 0.9 % ) Two or more races - 2,642 ( 0.7 % ) Other race alone - 676 ( 0.2 % ) American Indian alone - 361 ( 0.09 % ) Native Hawaiian and Other Pacific Islander alone - 58 ( 0.01 % ) Read more : Miami , Florida ( FL ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news , sex offenders",2,Miami   I nt know Don stand living  Hispanic       Black alone       White alone       Asian alone       Two races       Other race alone       American Indian alone       Native Hawaiian Other Pacific Islander alone       Read  Miami  Florida  FL  profile  population  maps  real estate  averages  homes  statistics  relocation  travel  jobs  hospitals  schools  crime  moving  houses  news  sex offenders,Miami   I nt know Don stand living  Hispanic       Black alone       White alone       Asian alone       Two races       Other race alone       American Indian alone       Native Hawaiian Other Pacific Islander alone       Read  Miami  Florida  FL  profile  population  maps  real estate  averages  homes  statistics  relocation  travel  jobs  hospitals  schools  crime  moving  houses  news  sex offenders
hate-speech-dataset,"Camden New Jersey demographics : Hispanic - 36,379 ( 47.0 % ) Black alone - 34,277 ( 44.3 % ) White alone - 3,792 ( 4.9 % ) Asian alone - 1,599 ( 2.1 % ) Two or more races - 938 ( 1.2 % ) American Indian alone - 235 ( 0.3 % ) Other race alone - 109 ( 0.1 % ) Native Hawaiian and Other Pacific Islander alone - 15 ( 0.02 % )",0,Camden New Jersey demographics  Hispanic       Black alone       White alone       Asian alone       Two races       American Indian alone       Other race alone       Native Hawaiian Other Pacific Islander alone      ,Camden New Jersey demographics  Hispanic       Black alone       White alone       Asian alone       Two races       American Indian alone       Other race alone       Native Hawaiian Other Pacific Islander alone      
hate-speech-dataset,YOU do not control the lives of Whites by taking over their nations and forcing multiculturalism upon them against their will .,0,YOU control lives Whites taking nations forcing multiculturalism upon ,YOU control lives Whites taking nations forcing multiculturalism upon 
hate-speech-dataset,We can play this game all day if you want to .,0,We play game day want ,We play game day want 
hate-speech-dataset,I take it as a compliment when someone calls me a Nazi because they are essentially comparing me to the greatest men to have ever walked this planet .,0,I take compliment someone calls Nazi essentially comparing greatest men ever walked planet ,I take compliment someone calls Nazi essentially comparing greatest men ever walked planet 
hate-speech-dataset,I do n't like how you say far greater than your own white blood relatives but there is nothing wrong in being polite to them of course .,0,I nt like say far greater white blood relatives nothing wrong polite course ,I nt like say far greater white blood relatives nothing wrong polite course 
hate-speech-dataset,"Watch the video , its only 10 minutes , you will see that eventually the bi-racial minority is butchered .",2,Watch video   minutes  see eventually biracial minority butchered ,Watch video   minutes  see eventually biracial minority butchered 
hate-speech-dataset,Lesson of Haiti - William Luther Pierce - YouTube,0,Lesson Haiti  William Luther Pierce  YouTube,Lesson Haiti  William Luther Pierce  YouTube
hate-speech-dataset,You must have met me at some point in time .,0,You must met point time ,You must met point time 
hate-speech-dataset,"I love Steven Seagal films and I love all Nicolas Cage films , Windtalkers and The Sorcerer 's Apprentice included .",0,I love Steven Seagal films I love Nicolas Cage films  Windtalkers The Sorcerer s Apprentice included ,I love Steven Seagal films I love Nicolas Cage films  Windtalkers The Sorcerer s Apprentice included 
hate-speech-dataset,I think Casablanca and Gone With The Wind are horrible movies and that The Sound Of Music is one of the most annoying things ever put to film .,0,I think Casablanca Gone With The Wind horrible movies The Sound Of Music one annoying things ever put film ,I think Casablanca Gone With The Wind horrible movies The Sound Of Music one annoying things ever put film 
hate-speech-dataset,I guess I just do n't have any taste .,0,I guess I nt taste ,I guess I nt taste 
hate-speech-dataset,Thanks for putting this up .,0,Thanks putting ,Thanks putting 
hate-speech-dataset,I cannot imagine how revolting it must be - the PC dialogue at your university -- idolizing athletes who dont belong in college -- white women getting pregnant with freaks,0,I imagine revolting must  PC dialogue university  idolizing athletes dont belong college  white women getting pregnant freaks,I imagine revolting must  PC dialogue university  idolizing athletes dont belong college  white women getting pregnant freaks
hate-speech-dataset,"At the Water 's Edge : Fish with Fingers , Whales with Legs , and How Life Came Ashore but Then Went Back to Sea - Carl Zimmer Streets of Laredo - Larry McMurtry",0,At Water s Edge  Fish Fingers  Whales Legs  How Life Came Ashore Then Went Back Sea  Carl Zimmer Streets Laredo  Larry McMurtry,At Water s Edge  Fish Fingers  Whales Legs  How Life Came Ashore Then Went Back Sea  Carl Zimmer Streets Laredo  Larry McMurtry
hate-speech-dataset,"Yes they all know , I have felt this way for year more than I can to think about .",0,Yes know  I felt way year I think ,Yes know  I felt way year I think 
hate-speech-dataset,But that is why I belong and support Stormfront .,0,But I belong support Stormfront ,But I belong support Stormfront 
hate-speech-dataset,Elk Hunter,0,Elk Hunter,Elk Hunter
hate-speech-dataset,It's going to be a great read whenever all the chapters are translated !,0,It s going great read whenever chapters translated ,It s going great read whenever chapters translated 
hate-speech-dataset,Dr.,0,Dr ,Dr 
hate-speech-dataset,Duke has mentioned this book several times .,0,Duke mentioned book several times ,Duke mentioned book several times 
hate-speech-dataset,"I was born in Canada but my family is 730 + members strong and we are all from Ireland , so the heritage is thick and the pride is strong .",0,I born Canada family   members strong Ireland  heritage thick pride strong ,I born Canada family   members strong Ireland  heritage thick pride strong 
hate-speech-dataset,White kids need to interact with kneegrows and other non white kids or they 'll be lost in the real come the time they leave home ...,2,White kids need interact kneegrows non white kids ll lost real come time leave home ,White kids need interact kneegrows non white kids ll lost real come time leave home 
hate-speech-dataset,"As a nation , we are in desperate need for an immigration time out and a zero tolerance policy for those here illegally .",2,As nation  desperate need immigration time zero tolerance policy illegally ,As nation  desperate need immigration time zero tolerance policy illegally 
hate-speech-dataset,"Hi, I 'm trying to move myself and my three year old son up to Northern California or even out of state somewhere near woodlands and I am curious if anyone knows about places I might be able to stay for cheap or free or if anyone has a contact .",0,Hi  I m trying move three year old son Northern California even state somewhere near woodlands I curious anyone knows places I might able stay cheap free anyone contact ,Hi  I m trying move three year old son Northern California even state somewhere near woodlands I curious anyone knows places I might able stay cheap free anyone contact 
hate-speech-dataset,Please help,0,Please help,Please help
hate-speech-dataset,I think this video is inappropriate for children .,0,I think video inappropriate children ,I think video inappropriate children 
hate-speech-dataset,I also hope you are not exaggerating anything as children sometimes do .,0,I also hope exaggerating anything children sometimes ,I also hope exaggerating anything children sometimes 
hate-speech-dataset,I recommend your parents and your school counsellor have a chat .,0,I recommend parents school counsellor chat ,I recommend parents school counsellor chat 
hate-speech-dataset,"Also some of us on here , like myself , do not believe in the genocide of another race which is what abortion is doing to the Black race as 92 % of abortion clinics are in Black communities , we just do n't believe in race mixing .",2,Also us  like  believe genocide another race abortion Black race   abortion clinics Black communities  nt believe race mixing ,Also us  like  believe genocide another race abortion Black race   abortion clinics Black communities  nt believe race mixing 
hate-speech-dataset,I used to live near a school that was 100 % Black with Black children living in all Black homes in a nearly all Black neighbourhood .,0,I used live near school   Black Black children living Black homes nearly Black neighbourhood ,I used live near school   Black Black children living Black homes nearly Black neighbourhood 
hate-speech-dataset,It is n't about wanting another race to die ; it 's about perserving your own .,0,It nt wanting another race die  s perserving ,It nt wanting another race die  s perserving 
hate-speech-dataset,I actually saw a period belt buckle once with the SS Deaths Head on it and `` Gott Mit Uns '' over it .,0,I actually saw period belt buckle SS Deaths Head  Gott Mit Uns  ,I actually saw period belt buckle SS Deaths Head  Gott Mit Uns  
hate-speech-dataset,Clash of the services !!,0,Clash services  ,Clash services  
hate-speech-dataset,The reason liberals become teachers and social workers is because other occupations are not as accepting towards people who live in the fantasy world of political correctness and non-factual thinking .,0,The reason liberals become teachers social workers occupations accepting towards people live fantasy world political correctness nonfactual thinking ,The reason liberals become teachers social workers occupations accepting towards people live fantasy world political correctness nonfactual thinking 
hate-speech-dataset,"`` Those who ca n't do , teach '' - my dad .",0, Those ca nt  teach   dad , Those ca nt  teach   dad 
hate-speech-dataset,"Just wanted to give this another bump and call out to anymore people in the Calgary area that are interested in meeting up , please feel free to message me .",0,Just wanted give another bump call anymore people Calgary area interested meeting  please feel free message ,Just wanted give another bump call anymore people Calgary area interested meeting  please feel free message 
hate-speech-dataset,How about a tactical pen ?,0,How tactical pen ,How tactical pen 
hate-speech-dataset,"Uzi Tactical Pens Demonstration - YouTube ( I know Uzi is an Israeli company , but the video is pretty good and you can get a Smith and Wesson model. )",0,Uzi Tactical Pens Demonstration  YouTube  I know Uzi Israeli company  video pretty good get Smith Wesson model  ,Uzi Tactical Pens Demonstration  YouTube  I know Uzi Israeli company  video pretty good get Smith Wesson model  
hate-speech-dataset,What else is new ?,0,What else new ,What else new 
hate-speech-dataset,Public schools have been left wing indoctrination centers for a century .,0,Public schools left wing indoctrination centers century ,Public schools left wing indoctrination centers century 
hate-speech-dataset,The gays are just late to the party .,0,The gays late party ,The gays late party 
hate-speech-dataset,I will be reading this while away for Christmas .,0,I reading away Christmas ,I reading away Christmas 
hate-speech-dataset,A Government of Wolves : The Emerging American Police State A Government of Wolves : The Emerging American Police State,0,A Government Wolves  The Emerging American Police State A Government Wolves  The Emerging American Police State,A Government Wolves  The Emerging American Police State A Government Wolves  The Emerging American Police State
hate-speech-dataset,"That 's about the same as saying the sky is blue , or the grass is green .",0,That s saying sky blue  grass green ,That s saying sky blue  grass green 
hate-speech-dataset,It 's just the way they are .,2,It s way ,It s way 
hate-speech-dataset,Thanks to all the people that have come out to meet up recently it has been a real pleasure to meet everyone .,0,Thanks people come meet recently real pleasure meet everyone ,Thanks people come meet recently real pleasure meet everyone 
hate-speech-dataset,It was great to see some new faces come out to one of our recent events and we are looking forward to seeing everyone that has been consistently coming to our weekly meets and those who are going to be coming out for the first time .,0,It great see new faces come one recent events looking forward seeing everyone consistently coming weekly meets going coming first time ,It great see new faces come one recent events looking forward seeing everyone consistently coming weekly meets going coming first time 
hate-speech-dataset,I would like to continue to encourage new people to come out and to message me if you are interested in coming out to our social gatherings and meets. it is always nice to see things growing,0,I would like continue encourage new people come message interested coming social gatherings meets  always nice see things growing,I would like continue encourage new people come message interested coming social gatherings meets  always nice see things growing
hate-speech-dataset,Savage .300 Mag .,0,Savage  Mag ,Savage  Mag 
hate-speech-dataset,3 * 9 * 50 scope .,0,    scope ,    scope 
hate-speech-dataset,"Will certainly reach out and getcha ... Wooden stock , recoil isnt so bad .. Happy shooting all .",0,Will certainly reach getcha  Wooden stock  recoil isnt bad  Happy shooting ,Will certainly reach getcha  Wooden stock  recoil isnt bad  Happy shooting 
hate-speech-dataset,And anyone wonders why white students avoid UC Berkeley ?,0,And anyone wonders white students avoid UC Berkeley ,And anyone wonders white students avoid UC Berkeley 
hate-speech-dataset,White people - report immediately to Californian University for `` re-education '' .,0,White people  report immediately Californian University  reeducation  ,White people  report immediately Californian University  reeducation  
hate-speech-dataset,- White GeNOcide Project,2, White GeNOcide Project, White GeNOcide Project
hate-speech-dataset,You find they are worse since they will able to blend more and fool people into thinking they 're genuine .,2,You find worse since able blend fool people thinking re genuine ,You find worse since able blend fool people thinking re genuine 
hate-speech-dataset,This is a picture of Christian Albanian people they do n't look White they look like something from the Caucasus I know my Dad dated a Christian Albanian at one point she was light Brown ( I do n't just mean a tan she was literally light Brown ) she had coal black hair and a massive nose .,0,This picture Christian Albanian people nt look White look like something Caucasus I know Dad dated Christian Albanian one point light Brown  I nt mean tan literally light Brown  coal black hair massive nose ,This picture Christian Albanian people nt look White look like something Caucasus I know Dad dated Christian Albanian one point light Brown  I nt mean tan literally light Brown  coal black hair massive nose 
hate-speech-dataset,"People have the same racial origin , regardless of religion",0,People racial origin  regardless religion,People racial origin  regardless religion
hate-speech-dataset,"And then there 's Asiacourt , the once beautiful , safe , WHITE , area of Scarborough ... ( and the last i checked ) was a garbage infested Chinease outpost .",2,And s Asiacourt  beautiful  safe  WHITE  area Scarborough   last checked  garbage infested Chinease outpost ,And s Asiacourt  beautiful  safe  WHITE  area Scarborough   last checked  garbage infested Chinease outpost 
